Title,Location,Rent,Area,Furnishing,Bathrooms
"3 BHK Flat for Rent in Sobha Magnolia, Bannerghatta Main Road, Bangalore",,"₹65,000",Super Area2010 sqft,3,3.0
Office Space for Rent in Whitefield Bangalore,,₹2.5 Lac,Carpet Area4500 sqft,Bachelors/Family,6.0
"2 BHK House for Rent in Fci Layout, Deepanjali Nagar Bangalore",,"₹20,000",Carpet Area1100 sqft,2,2.0
"3 BHK Flat for Rent in DS MAX Sangam, Whitefield, Bangalore",,"₹26,000",Super Area1352 sqft,3,3.0
Office Space for Rent in Sector 6 HSR Layout Bangalore,,₹21 Lac,Carpet Area14000 sqft,Bachelors/Family,5.0
"3 BHK Flat for Rent in Bricks & Milestones Wonderwall, Sarjapur Road, Bangalore",,"₹45,000",Super Area1525 sqft,3,3.0
"3 BHK Flat for Rent in Sobha Victoria Park, Hennur Main Road, Bangalore",,"₹55,000",Super Area1833 sqft,3,3.0
"2 BHK Flat for Rent in Prestige Finsbury Park, Bagalur Main Road, Bangalore",,"₹27,000",Super Area971 sqft,2,20.0
"2 BHK Flat for Rent in Anubhav Nagar, Vijayanagar, Bangalore",,"₹15,000",Super Area700 sqft,1,1.0
3 BHK House for Rent in Concord Garden City Bangalore,,"₹45,000",Carpet Area2330 sqft,3,3.0
"3 BHK Flat for Rent in Srinagar, Bangalore",,"₹45,000",Super Area2400 sqft,3,3.0
"2 BHK Flat for Rent in Prestige Sunrise Park, Phase 1 Electronics City, Bangalore",,"₹44,700",Carpet Area1128 sqft,2,2.0
"2 BHK Flat for Rent in Sree Adithya Elegant, Krishnarajapura, Bangalore",,"₹30,000",Carpet Area654 sqft,2,2.0
"2 BHK Flat for Rent in Sipani Bliss, Thirumagondanahalli, Bommasandra, Bangalore",,"₹18,000",Super Area770 sqft,2,2.0
"2 BHK Flat for Rent in Brigade Panorama, Mysore Road, Bangalore",,"₹30,000",Carpet Area670 sqft,2,18.0
"1 BHK Flat for Rent in Sobha Dream Gardens, Bellahalli, Bangalore",,"₹27,000",Carpet Area412 sqft,1,1.0
"3 BHK Flat for Rent in Godrej Royale Woods, Devanahalli, Bangalore",,"₹33,000",Super Area1150 sqft,2,2.0
"2 BHK Flat for Rent in Ahad Serenity, Hosa Road Area, Bangalore",,"₹40,000",Super Area1162 sqft,2,2.0
"2 BHK Flat for Rent in Block 6th Koramangala, Bangalore",,"₹48,000",Carpet Area1000 sqft,2,2.0
"2 BHK Flat for Rent in Adarsh Greens, Kogilu, Bangalore",,"₹32,500",Super Area1005 sqft,2,12.0
"3 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore",,"₹31,400",Carpet Area960 sqft,3,3.0
"3 BHK Flat for Rent in Bhavisha Bentley Goldberg Phase I, Sompura, Bangalore",,"₹40,000",Super Area1276 sqft,2,2.0
"3 BHK Flat for Rent in Nallurhalli, Whitefield, Borewell Road, Bangalore",,"₹30,000",Carpet Area1700 sqft,3,3.0
"2 BHK Flat for Rent in Sobha Rain Forest, Balagere, Bangalore",,"₹50,400",Carpet Area826 sqft,2,2.0
"3 BHK Flat for Rent in Brigade Exotica, Old Madras Road, Bangalore",,₹1.1 Lac,Super Area3140 sqft,4,4.0
2 BHK House for Rent in Jigani Bangalore,,"₹13,000",Super Area650 sqft,2,2.0
"3 BHK Flat for Rent in LVR Residency, Koramangala, Bangalore",,"₹80,000",Super Area1700 sqft,3,4.0
"2 BHK Flat for Rent in Urban Ecospace, Sarjapura, Bangalore",,"₹25,000",Super Area1198 sqft,2,3.0
"2 BHK Flat for Rent in MR Sannidhi, Uttarahalli Hobli, Bangalore",,"₹27,000",Super Area1130 sqft,2,5.0
2 BHK House for Rent in Shivapura Bangalore,,"₹48,000",Super Area1500 sqft,3,3.0
3 BHK Flat for Rent in Bangalore,,"₹35,000",Carpet Area1150 sqft,2,2.0
Shop for Rent in Uttarahalli Hobli Bangalore,,₹3 Lac,Carpet Area14500 sqft,Bachelors/Family,
Industrial Building for Rent in Thanisandra Main Road Bangalore,,₹2.5 Lac,"Super Area11,000 sqft",Immediately,
"2 BHK Flat for Rent in Bren Palms, Sector 6 HSR Layout, Bangalore",,"₹35,000",Super Area1164 sqft,2,4.0
1 BHK House for Rent in Manyata Tech Park Road Bangalore,,"₹11,000",Carpet Area900 sqft,1,1.0
"3 BHK Flat for Rent in Vinayaka Layout Nagarabhavi, Bangalore",,"₹45,000",Carpet Area1650 sqft,3,3.0
Office Space for Rent in Sector 2 HSR Layout Bangalore,,₹3 Lac,Carpet Area2000 sqft,Bachelors/Family,5.0
"2 BHK Flat for Rent in Gm Palya, CV Raman Nagar, Bangalore",,"₹35,000",Carpet Area975 sqft,2,2.0
"3 BHK Flat for Rent in Sterling Ascentia, Bellandur, Outer Ring Road, Bangalore",,"₹80,000",Super Area1591 sqft,2,14.0
"2 BHK Flat for Rent in Bharat Golf View Apartments, HAL Old Airport Road, Bangalore",,"₹36,000",Carpet Area1042 sqft,2,2.0
"2 BHK Flat for Rent in Puravankara Purva Skywood, Sarjapur Road, Bangalore",,"₹55,000",Super Area1330 sqft,2,20.0
"2 BHK Flat for Rent in Mahendra Elena 5, Electronic City, Bangalore",,"₹24,000",Carpet Area1080 sqft,2,2.0
2 BHK House for Rent in Dhanalakshmi Layout Bangalore,,"₹17,000",Carpet Area1100 sqft,1,1.0
"2 BHK Flat for Rent in SLV Suhas Celestia, Abbigere, Bangalore",,"₹20,000",Super Area1050 sqft,2,2.0
"2 BHK Flat for Rent in Prestige Park Square, Gottigere, Bangalore",,"₹42,500",Carpet Area800 sqft,2,2.0
"3 BHK Flat for Rent in Doddathoguru, Electronic City, Bangalore",,"₹32,000",Carpet Area1300 sqft,2,2.0
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",,"₹30,000",Carpet Area1000 sqft,2,3.0
"Office Space for Rent in Jeevan Bima Nagar, Airport Road Bangalore",,"₹60,000",Super Area1000 sqft,Bachelors/Family,4.0
"1 BHK Flat for Rent in Ajmera Infinity, Electronic City, Bangalore",,"₹12,000",Carpet Area650 sqft,1,1.0
"3 BHK Flat for Rent in Sobha Ruby, Tumkur Road, Bangalore",,"₹35,000",Super Area1470 sqft,2,16.0
1 BHK House for Rent in RK Hegde Nagar Bangalore,,"₹12,000",Super Area600 sqft,1,1.0
Office Space for Rent in Hennur Main Road Bangalore,,"₹6,500",Carpet Area1000 sqft,Bachelors/Family,2.0
2 BHK House for Rent in sapthagiri nivasa prabhu Bangalore,,"₹20,000",Carpet Area200 sqft,2,2.0
1 BHK House for Rent in bilikallu bharath nagar Bangalore,,"₹5,000",Carpet Area500 sqft,2,2.0
3 BHK House for Rent in Budigere Cross Bangalore,,"₹20,000",Carpet Area1900 sqft,2,2.0
"1 BHK Flat for Rent in Sarjapur Road, Bangalore",,"₹14,000",Carpet Area625 sqft,1,1.0
1 BHK House for Rent in Hullahalli Bangalore,,"₹11,000",Carpet Area700 sqft,1,1.0
"3 BHK Flat for Rent in DS Max Serenity, Bommanahalli, Bangalore",,"₹27,000",Carpet Area1200 sqft,2,2.0
"2 BHK Flat for Rent in Ahad Serenity, Hosa Road, off Hosur Road, Bangalore",,"₹38,000",Super Area1200 sqft,2,19.0
"3 BHK Flat for Rent in Amrutha Heights Phase 2, Whitefield, Bangalore",,"₹58,000",Super Area1588 sqft,3,12.0
Shop for Rent in Jogupalya Bangalore,,"₹22,000",Carpet Area160 sqft,Bachelors/Family,
"1 BHK Flat for Rent in Svamitva Emerald Square, Bommasandra Jigani Link Road, Bangalore",,"₹21,000",Super Area596 sqft,1,1.0
2 BHK House for Rent in Rajajinagar Bangalore,,₹15 Lac,Carpet Area600 sqft,1,1.0
"Apartment for Rent in Silver County Road, Bangalore",,"₹53,000",Carpet Area1330 sqft,Immediately,
"2 BHK Flat for Rent in Prestige Park View, Whitefield, Bangalore",,"₹28,000",Carpet Area650 sqft,2,2.0
2 BHK House for Rent in Kithiganur Bangalore,,"₹13,000",Carpet Area650 sqft,2,2.0
1 BHK House for Rent in Duo Heights Layout Bangalore,,"₹10,000",Super Area400 sqft,1,1.0
"3 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",,"₹25,000",Super Area914 sqft,2,2.0
Office Space for Rent in Whitefield Bangalore,,₹1.5 Lac,Carpet Area2000 sqft,Bachelors/Family,1.0
"2 BHK Flat for Rent in Sanjeevini Srushti, Whitefield, Bangalore",,"₹35,000",Carpet Area1125 sqft,2,2.0
1 BHK Flat for Rent in Bangalore,,"₹20,000",Carpet Area397 sqft,1,1.0
"2 BHK Flat for Rent in Nandi Citadel, Bannerghatta Main Road, Bangalore",,"₹38,000",Super Area1030 sqft,2,2.0
3 BHK House for Rent in Byrasandra Bangalore,,"₹50,000",Super Area3000 sqft,2,1.0
"Office Space for Rent in Cambridge Layout, Jogupalya Bangalore",,₹5 Lac,Carpet Area6000 sqft,Bachelors/Family,6.0
2 BHK Flat for Rent in Bangalore,,"₹27,000",Carpet Area1350 sqft,2,4.0
"1 BHK Flat for Rent in Mylsandra Dinne, Bangalore",,"₹7,000",Carpet Area540 sqft,1,1.0
"3 BHK Flat for Rent in Brigade Cornerstone Utopia, Varthur, Bangalore",,"₹70,000",Super Area1656 sqft,3,3.0
"2 BHK Flat for Rent in Shriram Wyt Field, Budigere Cross, Bangalore",,"₹28,000",Super Area888 sqft,2,2.0
2 BHK Flat for Rent in Bangalore,,"₹30,000",Carpet Area700 sqft,2,4.0
2 BHK House for Rent in Singapura Village Bangalore,,"₹25,000",Carpet Area1200 sqft,2,2.0
"3 BHK Flat for Rent in Sai Nandana, Ward No 198 Hemmigepura, Bangalore",,"₹27,000",Carpet Area1470 sqft,2,2.0
"3 BHK Flat for Rent in Mythreyi Aikya, Kalena Agrahara, Bangalore",,"₹35,000",Carpet Area1340 sqft,2,7.0
"3 BHK Flat for Rent in Brigade El Dorado, Bagalur Main Road, Bangalore",,"₹35,000",Super Area1561 sqft,3,21.0
"3 BHK Flat for Rent in SV Tejas Apartment, Itpl, Whitefield, Bangalore",,"₹44,000",Carpet Area1827 sqft,3,6.0
Showroom for Rent in Hosur Road Bangalore,,₹8.9 Lac,Carpet Area9590 sqft,Bachelors/Family,4.0
2 BHK House for Rent in Karihobanahalli Bangalore,,"₹21,000",Carpet Area1100 sqft,2,2.0
"2 BHK Flat for Rent in Sowparnika Tharangini, Ittangur, Bangalore",,"₹21,000",Carpet Area949 sqft,2,2.0
2 BHK Flat for Rent in Bangalore,,"₹33,000",Carpet Area1000 sqft,2,4.0
"2 BHK Flat for Rent in Ankuraa Lotus, Whitefield, Bangalore",,"₹48,000",Super Area1205 sqft,2,11.0
"3 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore",,"₹34,000",Carpet Area960 sqft,3,19.0
"2 BHK Flat for Rent in Basapura Main Road, Bangalore",,"₹25,000",Super Area1450 sqft,3,5.0
3 BHK Flat for Rent in Bangalore,,"₹50,000",Carpet Area400 sqft,2,2.0
"3 BHK Flat for Rent in Mahaveer Celesse, Yelahanka Airforce Base, Bangalore",,"₹45,000",Carpet Area1350 sqft,2,2.0
"2 BHK Flat for Rent in Shrivas Serenity, K Channasandra, Bangalore",,"₹32,000",Carpet Area1100 sqft,2,4.0
"3 BHK Flat for Rent in Bagaluru, Bangalore",,"₹27,000",Carpet Area648 sqft,2,2.0
"3 BHK Flat for Rent in Feldspar at Brigade EL Dorado, Bagalur Main Road, Bangalore",,"₹25,000",Carpet Area628 sqft,2,23.0
"3 BHK Flat for Rent in Iggaluru Village, Bangalore",,"₹28,000",Carpet Area1500 sqft,3,3.0
2 BHK House for Rent in Sai Gardens Bangalore,,"₹21,000",Carpet Area1200 sqft,2,2.0
2 BHK House for Rent in BEML Layout RR Nagar Bangalore,,"₹18,000",Carpet Area1000 sqft,2,2.0
"3 BHK Flat for Rent in Unishire Terraza, P and T Layout Thanisandra, Bangalore",,"₹50,000",Carpet Area1900 sqft,3,3.0
"3 BHK Flat for Rent in Shriram Wyt Field, Budigere Cross, Bangalore",,"₹29,000",Super Area1055 sqft,2,2.0
"3 BHK House for Rent in Aecs Layout-Singasandra, Singasandra, Hosur Road Bangalore",,"₹45,000",Carpet Area1800 sqft,3,3.0
"2 BHK Flat for Rent in Abodh Valmark, Veerannapalya, Nagavara, Bangalore",,"₹45,000",Super Area1400 sqft,2,2.0
3 BHK Villa for Rent in Sarjapur Road Bangalore,,"₹70,000",Super Area1800 sqft,2,2.0
"3 BHK Flat for Rent in Brigade El Dorado, Bagalur Main Road, Bangalore",,"₹27,000",Super Area971 sqft,3,3.0
3 BHK House for Rent in Ferns Habitat Bangalore,,"₹75,000",Carpet Area2200 sqft,3,3.0
"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",,"₹37,000",Super Area1400 sqft,2,2.0
3 BHK House for Rent in Dr Shivaram Karanth Nagar Bangalore,,"₹45,000",Carpet Area1450 sqft,3,3.0
"3 BHK Flat for Rent in DLF Woodland Heights My Town, Krishnarajapura, Bangalore",,"₹28,000",Super Area1221 sqft,3,12.0
"1 BHK Flat for Rent in Kodichikkanahalli Main Road, Bangalore",,"₹12,000",Super Area400 sqft,1,5.0
2 BHK House for Rent in Kasturi Nagar Bangalore,,"₹25,000",Carpet Area900 sqft,2,2.0
3 BHK House for Rent in Bagaluru Bangalore,,"₹16,500",Super Area1150 sqft,2,2.0
"3 BHK Flat for Rent in Mahaveer Promenade, Whitefield, Bangalore",,"₹50,000",Super Area1588 sqft,3,3.0
"2 BHK Flat for Rent in DS Max Sprinkles, Sarjapur Road, Bangalore",,"₹27,500",Super Area1034 sqft,2,5.0
5 BHK House for Rent in Marathahalli Bangalore,,₹1.5 Lac,Super Area4140 sqft,5,5.0
"2 BHK Flat for Rent in Sobha Dream Gardens, Thanisandra, Bangalore",,"₹40,000",Carpet Area750 sqft,2,2.0
2 BHK House for Rent in Gantiganahalli Bangalore,,"₹22,500",Super Area1200 sqft,2,2.0
"2 BHK Flat for Rent in MBR Scapple, Bannerghatta Main Road, Bangalore",,"₹35,000",Super Area1140 sqft,2,2.0
2 BHK House for Rent in Haralur Bangalore,,"₹30,000",Super Area900 sqft,2,2.0
3 BHK House for Rent in Saint Thomas Town Bangalore,,"₹35,000",Super Area1200 sqft,3,3.0
"3 BHK Flat for Rent in Gayatri Ocean Blue, Kundalahalli, Brookefield, Bangalore",,"₹42,565",Super Area1590 sqft,3,1.0
"2 BHK Flat for Rent in Samhita Rainbow MTB, Thubarahalli, Whitefield, Bangalore",,"₹49,000",Super Area1290 sqft,2,2.0
"2 BHK Flat for Rent in Suncity Gloria, Carmelaram, Bangalore",,"₹45,000",Super Area1050 sqft,2,10.0
2 BHK House for Rent in Padmeshwari Nagar Bangalore,,"₹16,000",Carpet Area800 sqft,2,2.0
"3 BHK Flat for Rent in Royal Enclave, Marathahalli, Bangalore",,"₹40,000",Carpet Area1500 sqft,3,3.0
2 BHK House for Rent in Byrathi Bangalore,,"₹25,000",Carpet Area550 sqft,2,2.0
"2 BHK Flat for Rent in Keerthi Residency, Singasandra, Hosur Road, Bangalore",,"₹26,000",Carpet Area1075 sqft,2,2.0
Office Space for Rent in Banaswadi Bangalore,,₹1.9 Lac,Carpet Area2500 sqft,Bachelors/Family,5.0
Office Space for Rent in 1st Block Rajajinagar Bangalore,,"₹5,000",Super Area2800 sqft,Bachelors/Family,4.0
"2 BHK House for Rent in Nagavarapalya, CV Raman Nagar Bangalore",,"₹22,000",Super Area900 sqft,1,1.0
"3 BHK Flat for Rent in Sobha Royal Pavilion, Sarjapur Road, Bangalore",,"₹90,000",Carpet Area1330 sqft,4,4.0
"2 BHK Flat for Rent in Sobha City, Thanisandra, Bangalore",,"₹41,500",Carpet Area1180 sqft,2,14.0
1 BHK House for Rent in Basavanagar Main Road Bangalore,,"₹15,000",Carpet Area650 sqft,1,3.0
"2 BHK Flat for Rent in Athithi Meadows, Amar Regency Layout, Bangalore",,"₹28,500",Carpet Area1150 sqft,2,2.0
"2 BHK Flat for Rent in Kada Agrahara, Bangalore",,"₹21,000",Super Area1100 sqft,2,2.0
2 BHK Villa for Rent in Budigere Bangalore,,"₹32,000",Super Area1225 sqft,2,2.0
"2 BHK Flat for Rent in SJR Parkway Homes, Sarjapur Road, Bangalore",,"₹32,000",Super Area1016 sqft,2,15.0
"2 BHK Flat for Rent in Kyalasanahalli, Bangalore",,"₹15,000",Super Area700 sqft,1,3.0
"3 BHK Flat for Rent in Sowparnika Sai Krishna, Sompura, Bangalore",,"₹26,000",Super Area1300 sqft,2,3.0
"2 BHK Flat for Rent in Century Commanders Vista, Yelahanka, Bangalore",,"₹25,908",Super Area1073 sqft,2,4.0
2 BHK House for Rent in Prakruthi Layout Sidedahalli Bangalore,,"₹20,000",Super Area1000 sqft,2,2.0
"2 BHK Flat for Rent in Vijaya Towers, Vijayanagar, Bangalore",,"₹35,000",Super Area1000 sqft,2,7.0
"3 BHK Flat for Rent in Samaya Sonata, Vidyaranyapura, Bangalore",,"₹23,000",Super Area1350 sqft,2,2.0
3 BHK Villa for Rent in Attibele Bangalore,,"₹45,000",Carpet Area2550 sqft,3,3.0
2 BHK House for Rent in Haralur Main Road Bangalore,,"₹30,000",Super Area1040 sqft,2,2.0
"3 BHK Flat for Rent in Sashank Advaith, Choodasandra, Bangalore",,"₹45,000",Carpet Area1550 sqft,3,3.0
3 BHK House for Rent in Stage 2 Indiranagar Bangalore,,"₹90,000",Super Area1600 sqft,3,3.0
"2 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",,"₹35,000",Carpet Area900 sqft,2,2.0
"2 BHK Flat for Rent in Vindhyagiri BDA, Bidare Agraha, Bangalore",,"₹21,000",Super Area900 sqft,2,2.0
"3 BHK Flat for Rent in Prestige Park Square, Gottigere, Bangalore",,"₹49,000",Super Area1348 sqft,2,2.0
"3 BHK Flat for Rent in Prestige Tranquility, Budigere, Bangalore",,"₹55,000",Super Area1820 sqft,3,3.0
Office Space for Rent in Residency Road Bangalore,,₹3.3 Lac,Super Area2000 sqft,Bachelors/Family,4.0
"2 BHK Flat for Rent in Shanthinagar, Bangalore",,"₹23,000",Super Area1000 sqft,1,3.0
"3 BHK Flat for Rent in BM Marvel, Borewell Road, Bangalore",,"₹43,000",Super Area1522 sqft,3,3.0
4 BHK House for Rent in Sadanandanagar Bangalore,,₹1.8 Lac,Carpet Area3000 sqft,5,5.0
Office Space for Rent in Ambalipura Sarjapur Road Bangalore,,₹3.9 Lac,Carpet Area4800 sqft,Bachelors/Family,2.0
"2 BHK Flat for Rent in Prestige Finsbury Park, Bagalur Main Road, Bangalore",,"₹25,000",Super Area971 sqft,2,2.0
"2 BHK Flat for Rent in Puravankara Purva Seasons, CV Raman Nagar, Bangalore",,"₹80,000",Super Area1392 sqft,2,14.0
2 BHK House for Rent in CV Raman Nagar Kaggadasapura Bangalore,,"₹32,000",Super Area1800 sqft,2,2.0
"3 BHK Flat for Rent in Koramangala, Bangalore",,"₹35,000",Super Area1200 sqft,2,2.0
"2 BHK Flat for Rent in CMRS Royal Orchid, Varthur, Bangalore",,"₹30,000",Carpet Area900 sqft,2,2.0
1 BHK House for Rent in Sector 3 HSR Layout Bangalore,,"₹20,000",Super Area550 sqft,1,1.0
"2 BHK Flat for Rent in SSVR Urban Flora, Whitefield, Bangalore",,"₹24,000",Super Area1050 sqft,2,4.0
"3 BHK House for Rent in C V Raman Nagar, S G Palaya, Close to Bagmane Tech Park Bangalore",,"₹40,000",Super Area1500 sqft,2,2.0
2 BHK House for Rent in HSR Extension Bangalore,,"₹32,000",Super Area1100 sqft,2,2.0
1 BHK House for Rent in Avalahalli New BDA Layout Bangalore,,"₹25,000",Super Area550 sqft,1,1.0
2 BHK House for Rent in HMT Layout Nagasandra Bangalore,,"₹6,000",Carpet Area1000 sqft,2,2.0
"2 BHK Flat for Rent in Sowparnika Unnathi, Attibele, Bangalore",,"₹23,000",Carpet Area858 sqft,2,2.0
"2 BHK Flat for Rent in Modini Blooming, Electronic City, Bangalore",,"₹26,000",Carpet Area1200 sqft,2,5.0
"Studio Apartment for Rent in MSR Nagar RWA, Mathikere, Bangalore",,"₹15,000",Carpet Area175 sqft,1,3.0
"1 BHK Flat for Rent in Prestige Jindal City, Tumkur Road, Bangalore",,"₹28,000",Carpet Area422 sqft,1,14.0
"4 BHK Villa for Rent in Ecc Road, Whitefield Bangalore",,₹1.5 Lac,Super Area3000 sqft,4,4.0
"2 BHK Flat for Rent in Shriram 107 Southeast, Attibele, Bangalore",,"₹15,000",Carpet Area500 sqft,2,14.0
"2 BHK Flat for Rent in GK Jewel City, Kudlu, Bangalore",,"₹34,000",Super Area1250 sqft,2,5.0
"2 BHK Flat for Rent in SLV HM Signature, Block 4th HBR Layout, Bangalore",,"₹30,000",Super Area1150 sqft,2,2.0
"1 BHK Flat for Rent in Parappana Agrahara, Bangalore",,"₹20,000",Carpet Area670 sqft,1,1.0
"2 BHK Flat for Rent in Silicon Prime, Bannerghatta Main Road, Bangalore",,"₹20,000",Carpet Area900 sqft,2,2.0
1 BHK House for Rent in Phase 8th JP Nagar Bangalore,,"₹12,000",Carpet Area650 sqft,1,1.0
Shop for Rent in Block 5th Koramangala Bangalore,,"₹75,000",Carpet Area240 sqft,Bachelors/Family,
1 BHK House for Rent in Jairam Layout Bangalore,,"₹5,000",Carpet Area600 sqft,1,1.0
"2 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore",,"₹30,000",Carpet Area904 sqft,2,2.0
2 BHK House for Rent in Remco Layout Bangalore,,"₹20,000",Super Area600 sqft,1,1.0
"3 BHK Flat for Rent in SLV Central Park, Old Madras Road, Bangalore",,"₹48,000",Carpet Area1111 sqft,3,3.0
"2 BHK Flat for Rent in Phase 3 Reliable Residency Layout, Bangalore",,"₹30,000",Super Area700 sqft,2,2.0
Shop for Rent in Basavanagudi Bangalore,,"₹20,000",Super Area300 sqft,Immediately,
"3 BHK Flat for Rent in Venkateshwara SV Elegant, Kadugodi, Bangalore",,"₹40,000",Carpet Area1495 sqft,3,3.0
"2 BHK Flat for Rent in Rohan Iksha, Bhoganhalli, Bangalore",,"₹65,000",Super Area1317 sqft,2,2.0
"4 BHK Flat for Rent in DivyaSree 77 Place, Yemalur Main Road, Bangalore",,₹1.8 Lac,Carpet Area2200 sqft,3,3.0
"Showroom for Rent in Shree sharada birava complex, annapoornishwari nagar, health layout Bangalore",,"₹44,000",Super Area1200 sqft,Bachelors/Family,2.0
"2 BHK Flat for Rent in Sipani Royal Heritage, Chandapura Anekal Road, Bangalore",,"₹22,000",Super Area835 sqft,2,2.0
"3 BHK Flat for Rent in GK Tropical Springs, Whitefield, Bangalore",,"₹46,000",Super Area1502 sqft,3,12.0
2 BHK House for Rent in Padmeshwari Nagar Bangalore,,"₹17,000",Carpet Area800 sqft,2,2.0
"2 BHK Flat for Rent in RT Nagar, Bangalore",,"₹16,000",Carpet Area750 sqft,2,3.0
"2 BHK Flat for Rent in Sri Lakshmi Venkateshwara Nilayam, Uttarahalli Hobli, Bangalore",,"₹17,000",Super Area900 sqft,1,1.0
"2 BHK Flat for Rent in Jaya Hibiscus, Horamavu, Bangalore",,"₹30,000",Super Area1055 sqft,2,2.0
"2 BHK Flat for Rent in Provident Capella, Whitefield, Bangalore",,"₹30,000",Super Area880 sqft,2,11.0
2 BHK House for Rent in Nri Layout Bangalore,,"₹21,000",Carpet Area900 sqft,2,2.0
"3 BHK Flat for Rent in Signature Splendor, Chandapura, Bangalore",,"₹28,500",Super Area1112 sqft,2,2.0
"2 BHK Flat for Rent in Bhavisha Meadows, Chandapura, Bangalore",,"₹23,000",Super Area927 sqft,2,2.0
1 BHK House for Rent in Divya krupa Bangalore,,"₹12,000",Carpet Area330 sqft,1,1.0
"2 BHK Flat for Rent in Basavanagara, Bangalore",,₹30 Lac,Carpet Area1100 sqft,2,4.0
"1 BHK House for Rent in Baba Nagar, Kattigenahalli, Bagalur Main Road Bangalore",,"₹15,000",Carpet Area800 sqft,2,2.0
"2 BHK Flat for Rent in Varthur, Bangalore",,"₹32,000",Super Area1086 sqft,2,2.0
"3 BHK Flat for Rent in Shravanthi Pragathi, Sarjapura Attibele Road, Bangalore",,"₹29,000",Super Area1360 sqft,3,3.0
"2 BHK Flat for Rent in Challegatta, Bangalore",,"₹15,000",Carpet Area893 sqft,2,9.0
"2 BHK Flat for Rent in Jhanavi Capetown, Phase 1 Electronics City, Bangalore",,"₹26,000",Carpet Area1084 sqft,2,2.0
3 BHK Villa for Rent in Chandapura Anekal Road Bangalore,,"₹32,000",Super Area2200 sqft,3,3.0
"3 BHK Flat for Rent in Pashmina Waterfront, Battarahalli, Bangalore",,"₹46,000",Carpet Area1300 sqft,3,38.0
"Studio Apartment for Rent in Stage 2nd BTM Layout, Bangalore",,"₹18,000",Carpet Area200 sqft,1,1.0
"2 BHK Flat for Rent in Ramky One Karnival, Phase 1 Electronics City, Bangalore",,"₹32,000",Carpet Area755 sqft,1,1.0
1 BHK Flat for Rent in Bangalore,,"₹26,000",Carpet Area400 sqft,1,1.0
"2 BHK House for Rent in Doddakallasandra, Konanakunte Bangalore",,"₹20,000",Super Area1060 sqft,2,2.0
"3 BHK Flat for Rent in Puravankara Purva Skywood, Haralur Main Road, Bangalore",,"₹75,000",Super Area1860 sqft,3,15.0
"2 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore",,"₹21,200",Super Area935 sqft,2,2.0
"2 BHK House for Rent in Vijinapura, Dooravani Nagar Bangalore",,"₹12,000",Super Area1200 sqft,1,1.0
