Title,Location,Rent,Bathrooms,BHK,Area
"2 BHK Flat for Rent in Murgesh Pallya, Bangalore",Murgesh Pallya,30000,2.0,2.0,1007
"2 BHK Flat for Rent in Indiranagar, Bangalore",Indiranagar,15000,2.0,2.0,1000
4 BHK Villa for Rent in Kempegowda International Airport Road Bangalore,Kempegowda International Airport Road,150000,5.0,4.0,2800
"3 BHK Flat for Rent in Mantri Serenity, Doddakallasandra, Konanakunte, Bangalore","Mantri Serenity, Doddakallasandra, Konanakunte",68000,3.0,3.0,1600
1 BHK House for Rent in Chinnapanna Halli Bangalore,Chinnapanna Halli,8500,1.0,1.0,400
"3 BHK Flat for Rent in Belvedere By UKN Airport District Phase 2, Navarathna Agrahara, Bangalore","Belvedere By UKN Airport District Phase 2, Navarathna Agrahara",32000,2.0,3.0,950
"3 BHK Flat for Rent in Godrej Aqua, Kempegowda International Airport Road, Bangalore","Godrej Aqua, Kempegowda International Airport Road",45000,2.0,3.0,1477
4 BHK Villa for Rent in Whitefield Bangalore,Whitefield,100000,4.0,4.0,2560
"2 BHK Flat for Rent in Prestige Tranquility, Budigere, Bangalore","Prestige Tranquility, Budigere",37000,2.0,2.0,800
"1 BHK Flat for Rent in Marigowda Road, Bangalore",Marigowda Road,28000,1.0,1.0,600
4 BHK House for Rent in Mysore Road Bangalore,Mysore Road,80000,5.0,4.0,4000
"2 BHK Flat for Rent in Brigade Bricklane, Jakkur, Bangalore","Brigade Bricklane, Jakkur",35000,4.0,2.0,1008
"2 BHK Flat for Rent in Yeswanthpur, Bangalore",Yeswanthpur,25000,4.0,2.0,750
1 BHK House for Rent in Chikkathoguru Bangalore,Chikkathoguru,12000,1.0,1.0,500
"3 BHK Flat for Rent in Krishneel Kuteer Apartments, Banaswadi, Bangalore","Krishneel Kuteer Apartments, Banaswadi",33000,2.0,3.0,1009
"3 BHK Flat for Rent in Rayasandra Main Road, Bangalore",Rayasandra Main Road,48000,3.0,3.0,1200
2 BHK Villa for Rent in JP NAGAR 8TH PHASE BANGALORE Bangalore,JP NAGAR 8TH PHASE,20000,2.0,2.0,1100
"2 BHK Flat for Rent in Ahad Silver County, Silver County Road, Bangalore","Ahad Silver County, Silver County Road",35000,4.0,2.0,1188
2 BHK House for Rent in Mathikere Bangalore,Mathikere,15000,1.0,2.0,600
2 BHK House for Rent in Hebbal Bangalore,Hebbal,18000,2.0,2.0,1000
1 BHK House for Rent in VSR Layout Bangalore,VSR Layout,9500,1.0,1.0,500
1 BHK House for Rent in Peenya Bangalore,Peenya,6500,1.0,1.0,350
"2 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Phase 2 Electronic City,17000,5.0,2.0,900
2 BHK House for Rent in Phase 2 Electronic City Bangalore,Phase 2 Electronic City,12000,2.0,2.0,600
1 BHK House for Rent in Meenakshi Layout Choodasandra Bangalore,Meenakshi Layout Choodasandra,15000,1.0,1.0,855
"1 BHK House for Rent in Kumaraswamy Layout, Kumaraswamy Layout Bangalore","Kumaraswamy Layout, Kumaraswamy Layout",10000,1.0,1.0,550
"1 BHK House for Rent in Kundalahalli, Brookefield Bangalore","Kundalahalli, Brookefield",12000,1.0,1.0,200
1 BHK House for Rent in Stage 2nd BTM Layout Bangalore,Stage 2nd BTM Layout,14000,1.0,1.0,475
"2 BHK Flat for Rent in Prestige Pinewood, Koramangala, Bangalore","Prestige Pinewood, Koramangala",35000,2.0,2.0,1385
"2 BHK Flat for Rent in Sai Deep High Grove, Kaggadasapura, Indira nagar, Bangalore","Sai Deep High Grove, Kaggadasapura, Indira nagar",30000,2.0,2.0,975
2 BHK House for Rent in Choodasandra Bangalore,Choodasandra,7000,2.0,2.0,700
2 BHK House for Rent in Jalahalli West Bangalore,Jalahalli West,13000,3.0,2.0,900
"2 BHK Flat for Rent in Pragathi Mansion, Ejipura, Bangalore","Pragathi Mansion, Ejipura",30000,2.0,2.0,990
"2 BHK Flat for Rent in SM ART, Panathur, Bangalore","SM ART, Panathur",40000,2.0,2.0,1182
1 BHK House for Rent in Krishnarajapura Bangalore,Krishnarajapura,15000,1.0,1.0,730
"1 BHK Flat for Rent in Prestige Primrose Hills, Stage 6th Banashankari, Bangalore","Prestige Primrose Hills, Stage 6th Banashankari",25000,1.0,1.0,589
2 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,30000,3.0,2.0,900
"3 BHK Flat for Rent in Pariwar Passion, Phase 2 Tejaswini Nagar, Bangalore","Pariwar Passion, Phase 2 Tejaswini Nagar",34000,2.0,3.0,1480
"2 BHK House for Rent in Kirloskar Layout, Soundarya Layout Bangalore","Kirloskar Layout, Soundarya Layout",15000,1.0,2.0,600
"2 BHK House for Rent in Marenahalli - Vijaynagar, West Of Chord Road Bangalore","Marenahalli - Vijaynagar, West Of Chord Road",16000,1.0,2.0,750
1 BHK House for Rent in Byatarayanapura Bangalore,Byatarayanapura,7000,1.0,1.0,450
1 BHK House for Rent in Whitefield Bangalore,Whitefield,14000,4.0,1.0,600
2 BHK House for Rent in Bannerghatta Main Road Bangalore,Bannerghatta Main Road,8000,2.0,2.0,1200
2 BHK House for Rent in Battarahalli Bangalore,Battarahalli,12500,3.0,2.0,900
3 BHK House for Rent in Sultanpalya Bangalore,Sultanpalya,30000,3.0,3.0,1800
2 BHK House for Rent in Hebbal Bangalore,Hebbal,14500,4.0,2.0,850
1 BHK House for Rent in Laggere Bangalore,Laggere,5500,4.0,1.0,350
1 BHK House for Rent in Marathahalli Bangalore,Marathahalli,7000,3.0,1.0,1000
2 BHK House for Rent in Varthur Bangalore,Varthur,15000,2.0,2.0,800
"1 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,9000,1.0,1.0,750
2 BHK House for Rent in Stage 3rd Banashankari Bangalore,Stage 3rd Banashankari,10000,3.0,2.0,600
1 BHK House for Rent in Indiranagar Bangalore,Indiranagar,22500,1.0,1.0,500
2 BHK House for Rent in Hennur Gardens Bangalore,Hennur Gardens,17000,2.0,2.0,800
"2 BHK Flat for Rent in Singapura, Bangalore",Singapura,14000,4.0,2.0,750
"2 BHK Flat for Rent in VRS Citadel, Varthur, Bangalore","VRS Citadel, Varthur",35000,5.0,2.0,1277
3 BHK House for Rent in Yelahanka Bangalore,Yelahanka,50000,2.0,3.0,2100
"2 BHK Flat for Rent in Doddathoguru, Electronic City, Bangalore","Doddathoguru, Electronic City",23000,5.0,2.0,1100
"3 BHK House for Rent in Hoodi, Hoodi Bangalore","Hoodi, Hoodi",37000,2.0,3.0,1300
2 BHK House for Rent in Sannatammanahalli Battarahalli Bangalore,Sannatammanahalli Battarahalli,20000,2.0,2.0,1000
1 BHK House for Rent in Dibbur Bangalore,Dibbur,9000,2.0,1.0,1500
1 BHK Flat for Rent in Bangalore,,8500,2.0,1.0,600
1 BHK House for Rent in Halasuru Bangalore,Halasuru,13500,1.0,1.0,500
2 BHK House for Rent in MedaHalli Bangalore,MedaHalli,15000,3.0,2.0,900
1 BHK House for Rent in Channasandra Bangalore,Channasandra,10000,4.0,1.0,400
"2 BHK Flat for Rent in Phase 4 JP Nagar, Bangalore",Phase 4 JP Nagar,32000,2.0,2.0,950
2 BHK House for Rent in Dr Shivaram Karanth Nagar Bangalore,Dr Shivaram Karanth Nagar,16000,1.0,2.0,600
2 BHK Flat for Rent in Bangalore,,16000,4.0,2.0,800
"3 BHK Flat for Rent in Parijatha Lifestyle Apartments, Bommanahalli, Bangalore","Parijatha Lifestyle Apartments, Bommanahalli",32000,4.0,3.0,1845
"3 BHK Flat for Rent in Prestige Estates Shantiniketan, Itpl, Whitefield, Bangalore","Prestige Estates Shantiniketan, Itpl, Whitefield",90000,3.0,3.0,2215
"3 BHK Flat for Rent in AKSHYA Crossandra, Horamavu Agara Main Road, Bangalore","AKSHYA Crossandra, Horamavu Agara Main Road",45000,3.0,3.0,1400
3 BHK Villa for Rent in Whitefield-Hoskote Road Bangalore,Whitefield-Hoskote Road,70000,3.0,3.0,2000
"1 BHK Flat for Rent in 3rd Block Rajajinagar, Bangalore",3rd Block Rajajinagar,10000,1.0,1.0,400
2 BHK House for Rent in RT Nagar Bangalore,RT Nagar,200000,4.0,2.0,5000
"2 BHK House for Rent in Devasthanagalu, Varthur Bangalore","Devasthanagalu, Varthur",16000,2.0,2.0,1100
"4 BHK Flat for Rent in Kempegowda Nagar, Kempegowda Nagar, Bangalore","Kempegowda Nagar, Kempegowda Nagar",50000,3.0,4.0,2430
5 BHK Villa for Rent in Sreeramanahalli Bangalore,Sreeramanahalli,53000,5.0,5.0,2580
"3 BHK Flat for Rent in Vaishnavi Serene, Yelahanka, Bangalore","Vaishnavi Serene, Yelahanka",30000,2.0,3.0,950
"1 BHK House for Rent in Hennur Bande, HBR Layout, Hennur bagalur road Bangalore","Hennur Bande, HBR Layout, Hennur bagalur road",10000,1.0,1.0,600
1 BHK House for Rent in Doddakannelli Bangalore,Doddakannelli,14000,5.0,1.0,600
"3 BHK Flat for Rent in Harmony Oyster, Cox Town, Bangalore","Harmony Oyster, Cox Town",200000,4.0,3.0,4500
5 BHK House for Rent in Kudlu Gate Bangalore,Kudlu Gate,76000,5.0,5.0,2400
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,80000,3.0,3.0,1560
"2 BHK Flat for Rent in DLF Woodland Heights, Jigani, Bangalore","DLF Woodland Heights, Jigani",15000,2.0,2.0,900
"2 BHK Flat for Rent in Jalahalli East, Bangalore",Jalahalli East,12000,3.0,2.0,850
2 BHK House for Rent in Kanakapura Road Bangalore,Kanakapura Road,25000,1.0,2.0,1150
"2 BHK Flat for Rent in Koppa, Bangalore",Koppa,17000,3.0,2.0,1100
"2 BHK Flat for Rent in Arvind Sporcia, Manayata Tech Park, Bangalore","Arvind Sporcia, Manayata Tech Park",48000,2.0,2.0,1250
4 BHK House for Rent in Pavamanapura Bangalore,Pavamanapura,75000,2.0,4.0,2200
2 BHK House for Rent in Hongasandra Bangalore,Hongasandra,12000,2.0,2.0,650
4 BHK Villa for Rent in Mullur Bangalore,Mullur,110000,5.0,4.0,3100
3 BHK House for Rent in Singanayakanahalli Bangalore,Singanayakanahalli,40000,3.0,3.0,2100
4 BHK House for Rent in Stage 2nd BTM Layout Bangalore,Stage 2nd BTM Layout,200000,2.0,4.0,2400
1 BHK House for Rent in Krishnarajapura Bangalore,Krishnarajapura,11500,1.0,1.0,800
5 BHK Villa for Rent in Muthanallur Bangalore,Muthanallur,120000,5.0,5.0,3500
"2 BHK Flat for Rent in Samruddhi Uplands, Varthur, Bangalore","Samruddhi Uplands, Varthur",35000,5.0,2.0,1200
2 BHK House for Rent in Maruti Nagar Bangalore,Maruti Nagar,23000,2.0,2.0,950
2 BHK House for Rent in Chikkalasandra Bangalore,Chikkalasandra,18000,2.0,2.0,1200
"2 BHK Flat for Rent in Mythri Mithila, Gunjur, Bangalore","Mythri Mithila, Gunjur",37000,2.0,2.0,1050
"2 BHK Flat for Rent in Kadubeesanahalli, Bangalore",Kadubeesanahalli,34000,2.0,2.0,1000
"1 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manayata Tech Park,18000,4.0,1.0,500
2 BHK Villa for Rent in Indiranagar Bangalore,Indiranagar,50000,2.0,2.0,2500
1 BHK House for Rent in Vasanth Nagar Bangalore,Vasanth Nagar,18000,1.0,1.0,400
1 BHK House for Rent in New Baiyyappanahalli Extension Bangalore,New Baiyyappanahalli Extension,20000,1.0,1.0,900
"2 BHK House for Rent in Anjanadri Layout, Konanakunte Bangalore","Anjanadri Layout, Konanakunte",16000,2.0,2.0,810
3 BHK House for Rent in Btm Layout Bangalore,Btm Layout,35000,3.0,3.0,1000
"2 BHK Flat for Rent in DSMAX SAROVAR, Attibele, Bangalore","DSMAX SAROVAR, Attibele",14500,2.0,2.0,1000
2 BHK House for Rent in individual Bangalore,individual,15500,2.0,2.0,950
"2 BHK Flat for Rent in Manyata Residency, Thanisandra, Bangalore","Manyata Residency, Thanisandra",23000,1.0,2.0,900
"2 BHK Flat for Rent in Hbr Layout, Bangalore",Hbr Layout,32000,3.0,2.0,1100
1 BHK House for Rent in Jakkur Bangalore,Jakkur,6000,1.0,1.0,300
"1 BHK House for Rent in Sir M Vishweshwaraiah Layout 4th Block, Bangalore Bangalore",Sir M Vishweshwaraiah Layout 4th Block,6500,1.0,1.0,500
2 BHK House for Rent in Kengeri Bangalore,Kengeri,25000,3.0,2.0,640
1 BHK Flat for Rent in Bangalore,,18000,3.0,1.0,800
"1 BHK House for Rent in No.40, Ranganthapura Kamakahipalya Bangalore","No.40, Ranganthapura Kamakahipalya",6500,1.0,1.0,430
1 BHK House for Rent in Adityanagar Vidyaranyapura Bangalore,Adityanagar Vidyaranyapura,8500,1.0,1.0,500
"1 BHK House for Rent in HSR Layout Sector 7, Bangalore Bangalore",HSR Layout Sector 7,20000,1.0,1.0,400
"2 BHK Flat for Rent in Mahaveer Amaze, Kadugodi Road, Bangalore","Mahaveer Amaze, Kadugodi Road",28000,2.0,2.0,1190
"2 BHK Flat for Rent in DS MAX Sovereign, Krishnarajapura, Bangalore","DS MAX Sovereign, Krishnarajapura",24000,4.0,2.0,994
1 BHK House for Rent in Phase 6 JP Nagar Bangalore,Phase 6 JP Nagar,16000,2.0,1.0,500
"3 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",Stage 2nd BTM Layout,45000,2.0,3.0,1200
"2 BHK Flat for Rent in RMV Clusters Phase I, RMV Extension Stage 2nd RMV, Bangalore","RMV Clusters Phase I, RMV Extension Stage 2nd RMV",15000,2.0,2.0,850
"3 BHK Flat for Rent in Y V TNM Lakeview, Kattigenahalli, Bellary Road, Bangalore","Y V TNM Lakeview, Kattigenahalli, Bellary Road",36500,4.0,3.0,1453
1 BHK House for Rent in Sarjapura Bangalore,Sarjapura,13000,1.0,1.0,450
"2 BHK House for Rent in Kempegowda Nagar, Kempegowda Nagar Bangalore","Kempegowda Nagar, Kempegowda Nagar",25000,2.0,2.0,1200
"3 BHK Flat for Rent in Canara Bank Layout, Bangalore",Canara Bank Layout,30000,2.0,3.0,1200
"1 BHK Flat for Rent in Hegganahalli Main Road, Bangalore",Hegganahalli Main Road,7500,4.0,1.0,450
2 BHK House for Rent in RMS Colony Bhattarahalli Bangalore,RMS Colony Bhattarahalli,18000,2.0,2.0,1000
"3 BHK Flat for Rent in Vajarahalli, Vajarahalli, Bangalore","Vajarahalli, Vajarahalli",38000,2.0,3.0,1280
"1 BHK Flat for Rent in Mylasandra, Bangalore",Mylasandra,5000,2.0,1.0,200
"3 BHK Flat for Rent in Arya Krishna Apartments, Canara Bank Layout, Bangalore","Arya Krishna Apartments, Canara Bank Layout",40000,3.0,3.0,2000
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,32000,2.0,2.0,1270
1 BHK House for Rent in Bannerghatta Main Road Bangalore,Bannerghatta Main Road,6000,1.0,1.0,250
"3 BHK Flat for Rent in LVS Classic, Kithiganur, Bangalore","LVS Classic, Kithiganur",40000,2.0,3.0,1100
"3 BHK Flat for Rent in Pragna Whistling Woods, Yelahanka, Bangalore","Pragna Whistling Woods, Yelahanka",50000,4.0,3.0,1400
2 BHK House for Rent in Electronic City -1 Bangalore,Electronic City -1,25000,2.0,2.0,1200
1 BHK House for Rent in Kodipalya Bangalore,Kodipalya,7000,1.0,1.0,300
"2 BHK Flat for Rent in Sree Adithya Elegant, Krishnarajapura, Bangalore","Sree Adithya Elegant, Krishnarajapura",27000,2.0,2.0,750
"2 BHK Flat for Rent in Alfa Gardens, Bangalore",Alfa Gardens,25000,2.0,2.0,1300
"1 BHK Flat for Rent in Sowparnika Flamenco, Sarjapura, Bangalore","Sowparnika Flamenco, Sarjapura",18000,1.0,1.0,250
1 BHK House for Rent in Chamundi Nagar Hebbal Bangalore,Chamundi Nagar Hebbal,8000,1.0,1.0,350
"2 BHK Flat for Rent in K Narayanapura, Bangalore",K Narayanapura,22000,2.0,2.0,500
"2 BHK Flat for Rent in Balaji Residency, RR Nagar, Bangalore","Balaji Residency, RR Nagar",25000,5.0,2.0,1296
"3 BHK Flat for Rent in Brigade Lakefront, Whitefield, Bangalore","Brigade Lakefront, Whitefield",110000,4.0,3.0,1600
"3 BHK Flat for Rent in Garden Apartments, Vittal Mallya Road, Bangalore","Garden Apartments, Vittal Mallya Road",95000,6.0,3.0,1550
2 BHK House for Rent in Chikkaballapur Bangalore,Chikkaballapur,8500,1.0,2.0,800
4 BHK House for Rent in ITI Employees Layout Bangalore,ITI Employees Layout,40000,5.0,4.0,2200
"2 BHK House for Rent in Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road Bangalore","Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",24000,2.0,2.0,800
2 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,18000,1.0,2.0,750
"1 BHK Flat for Rent in Phase 8th JP Nagar, Bangalore",Phase 8th JP Nagar,14000,1.0,1.0,650
3 BHK House for Rent in Hennur cross Bangalore,Hennur cross,23000,2.0,3.0,1300
3 BHK House for Rent in Koramangala Bangalore,Koramangala,47000,3.0,3.0,1500
1 BHK House for Rent in Lakedew Residency Bangalore,Lakedew Residency,17500,1.0,1.0,600
"2 BHK Flat for Rent in HSR Extension, Bangalore",HSR Extension,18500,3.0,2.0,1100
2 BHK Flat for Rent in Bangalore,,25000,3.0,2.0,950
"3 BHK Flat for Rent in Maithri Shilpitha Splendour Annex, Marathahalli, Bangalore","Maithri Shilpitha Splendour Annex, Marathahalli",50000,5.0,3.0,1609
"1 BHK Flat for Rent in Bidarahalli, Bangalore",Bidarahalli,10000,2.0,1.0,500
2 BHK House for Rent in Block 5th Bangalore,Block 5th,20000,1.0,2.0,600
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,40000,4.0,2.0,1280
2 BHK House for Rent in Kalyan Nagar Bangalore,Kalyan Nagar,16372,2.0,2.0,600
"2 BHK Flat for Rent in Gubbalala, Subramanyapura, Bangalore","Gubbalala, Subramanyapura",28000,2.0,2.0,1100
"2 BHK Flat for Rent in MJ Lifestyle Astro, Phase 2 Electronic City, Bangalore","MJ Lifestyle Astro, Phase 2 Electronic City",22000,4.0,2.0,972
"2 BHK Flat for Rent in Srinivasa Nagar, Bangalore",Srinivasa Nagar,20000,2.0,2.0,685
2 BHK Flat for Rent in Bangalore,,13000,3.0,2.0,600
"2 BHK House for Rent in Horamavu Agara, Hormavu Bangalore","Horamavu Agara, Hormavu",24500,2.0,2.0,1000
"2 BHK Flat for Rent in Sobha Rain Forest, Balagere, Bangalore","Sobha Rain Forest, Balagere",50000,2.0,2.0,1200
"2 BHK Flat for Rent in Kaggadasapura, Indira nagar, Bangalore","Kaggadasapura, Indira nagar",25000,3.0,2.0,1200
3 BHK House for Rent in Block 9th Jayanagara Bangalore,Block 9th Jayanagara,30000,1.0,3.0,1200
"2 BHK Flat for Rent in Budigere Cross, Bangalore",Budigere Cross,28000,2.0,2.0,650
"3 BHK Flat for Rent in Amara Courtyard, Marathahalli, Bangalore","Amara Courtyard, Marathahalli",75000,3.0,3.0,1814
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,75000,4.0,2.0,1000
2 BHK House for Rent in Krishnarajapura Bangalore,Krishnarajapura,15500,1.0,2.0,1200
"3 BHK Flat for Rent in Bhartiya City Nikoo Homes, Thanisandra, Bangalore","Bhartiya City Nikoo Homes, Thanisandra",40000,2.0,3.0,1256
"3 BHK Flat for Rent in Bhartiya Nikoo Homes, Bangalore",Bhartiya Nikoo Homes,38000,2.0,3.0,900
"2 BHK House for Rent in Chikka Banaswadi, Banaswadi Bangalore","Chikka Banaswadi, Banaswadi",26000,2.0,2.0,1500
"2 BHK Flat for Rent in Shivaji Nagar, Bangalore",Shivaji Nagar,25000,4.0,2.0,1200
1 BHK House for Rent in RK Hegde Nagar Bangalore,RK Hegde Nagar,15000,1.0,1.0,550
"1 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,13000,1.0,1.0,800
"2 BHK Flat for Rent in Krishnarajapura, Bangalore",Krishnarajapura,30000,2.0,2.0,1358
2 BHK House for Rent in Vijayanagar Bangalore,Vijayanagar,10000,3.0,2.0,600
"3 BHK Flat for Rent in Honey Dew, Horamavu, Bangalore","Honey Dew, Horamavu",21000,3.0,3.0,1243
2 BHK House for Rent in Kammanahalli Bangalore,Kammanahalli,16000,2.0,2.0,1000
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,29000,2.0,2.0,1000
"2 BHK Flat for Rent in Ulsoor Road, Bangalore",Ulsoor Road,38000,2.0,2.0,1400
2 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,13500,2.0,2.0,700
"2 BHK Flat for Rent in Mahadeva Kodigehalli, Bangalore",Mahadeva Kodigehalli,25000,5.0,2.0,800
2 BHK House for Rent in Chinnapanna Halli Bangalore,Chinnapanna Halli,17000,2.0,2.0,800
"2 BHK Flat for Rent in Bommanahalli, Bangalore",Bommanahalli,10500,3.0,2.0,550
4 BHK House for Rent in Kodipalya Road Bangalore,Kodipalya Road,60000,3.0,4.0,2000
"3 BHK Flat for Rent in Ajmera Green Acres, Bannerghatta Main Road, Bangalore","Ajmera Green Acres, Bannerghatta Main Road",43000,3.0,3.0,1400
2 BHK House for Rent in Gantiganahalli Bangalore,Gantiganahalli,18000,2.0,2.0,1000
"2 BHK Flat for Rent in Battarahalli, Bangalore",Battarahalli,15000,3.0,2.0,1000
3 BHK House for Rent in Stage 2 RMV Bangalore,Stage 2 RMV,75000,3.0,3.0,1500
"2 BHK Flat for Rent in Nisarga Keerthana, Hosur Road, Bangalore","Nisarga Keerthana, Hosur Road",15000,2.0,2.0,901
2 BHK House for Rent in Bilekahalli Bangalore,Bilekahalli,34400,2.0,2.0,1150
3 BHK Villa for Rent in Marathahalli Bangalore,Marathahalli,100000,4.0,3.0,2750
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,150000,2.0,3.0,1300
4 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,130000,2.0,4.0,4000
"3 BHK Flat for Rent in HM Winchester, Rest House Road, Bangalore","HM Winchester, Rest House Road",90000,3.0,3.0,1750
"2 BHK Flat for Rent in Mantri Webcity, Hennur Main Road, Bangalore","Mantri Webcity, Hennur Main Road",32000,2.0,2.0,900
"4 BHK Flat for Rent in Mahatma Gandhi Road, Bangalore",Mahatma Gandhi Road,150000,4.0,4.0,2500
"3 BHK Flat for Rent in CV Raman Nagar, Bangalore",CV Raman Nagar,45000,2.0,3.0,1400
"2 BHK Flat for Rent in Godrej Ecity, Phase 1 Electronics City, Bangalore","Godrej Ecity, Phase 1 Electronics City",35000,2.0,2.0,899
"2 BHK Flat for Rent in Prestige Finsbury Park, Bagalur Main Road, Bangalore","Prestige Finsbury Park, Bagalur Main Road",21500,2.0,2.0,977
"3 BHK Flat for Rent in Salarpuria Sattva Senorita, Kaikondrahalli, Bangalore","Salarpuria Sattva Senorita, Kaikondrahalli",89000,3.0,3.0,1710
"3 BHK Flat for Rent in Shanti Nagar, Bangalore",Shanti Nagar,75000,4.0,3.0,1600
"3 BHK Flat for Rent in Richards Town, Richards Town, Bangalore","Richards Town, Richards Town",65000,3.0,3.0,1400
"3 BHK Flat for Rent in L&T Raintree Boulevard, Hebbal, Bangalore","L&T Raintree Boulevard, Hebbal",100000,3.0,3.0,1985
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,110000,4.0,4.0,3500
"2 BHK Flat for Rent in Seshadripuram, Bangalore",Seshadripuram,29000,4.0,2.0,1100
"2 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,23000,4.0,2.0,1000
1 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,8000,3.0,1.0,400
1 BHK House for Rent in Electronic City Bangalore,Electronic City,6000,2.0,1.0,450
2 BHK House for Rent in Rayasandra Bangalore,Rayasandra,15000,2.0,2.0,900
2 BHK House for Rent in Hbr Layout Bangalore,Hbr Layout,25000,2.0,2.0,800
2 BHK House for Rent in Byrathi Bangalore,Byrathi,16000,2.0,2.0,900
"1 BHK Flat for Rent in Maruthi Nagar, Bangalore",Maruthi Nagar,7500,4.0,1.0,500
1 BHK House for Rent in Kithiganahalli Bangalore,Kithiganahalli,8000,1.0,1.0,600
2 BHK House for Rent in Stage 1 BTM Layout Bangalore,Stage 1 BTM Layout,18000,4.0,2.0,500
